date,location,temperature,salinity,depth
2020-03-25,Pacific,14.020801772054803,34.22680488315712,100
2020-03-26,Pacific,22.43486240392791,35.50911756905097,200
2020-03-27,Pacific,17.65298829898638,36.34111561168129,0
2020-03-28,Pacific,20.062470593638437,33.78710936545814,50
2020-03-29,Pacific,22.403733294529545,34.8756671791511,500
2020-03-30,Pacific,,35.195932064443966,0
2020-03-31,Pacific,23.326925544863933,35.86457845128587,100
2020-04-01,Pacific,19.507572577452883,34.65639890559962,0
2020-04-02,Pacific,17.88350843977923,33.43618530867808,1000
2020-04-03,Pacific,19.601408945468005,35.6211975594529,200
2020-04-04,Pacific,11.56332783020985,36.12479596517124,200
2020-04-05,Pacific,12.764437637884564,34.91740853825484,500
2020-04-06,Pacific,13.386501938227989,35.40524009130643,50
2020-04-07,Pacific,15.013765861992592,34.52550877057293,0
2020-04-08,Pacific,21.998871133617182,34.154227205274104,100
2020-04-09,Pacific,15.472604723199696,36.02642568054722,50
2020-04-10,Pacific,18.10918722980305,,50
2020-04-11,Pacific,26.496141488930327,35.49036859940188,50
2020-04-12,Pacific,18.218680144692872,36.502115147994616,500
2020-04-13,Pacific,23.687577842335433,33.94515766568143,50
2020-04-14,Pacific,15.331911599950615,34.44797373184058,0
2020-04-15,Pacific,18.97281221066185,35.157933348834696,1000
2020-04-16,Pacific,15.249889725447094,34.43568676223876,0
2020-04-17,Pacific,18.30483462049719,35.78313653527245,50
2020-04-18,Pacific,24.20154068728698,34.812600779096016,100
2020-04-19,Pacific,11.363397884038257,34.00746719250281,0
2020-04-20,Pacific,22.172118217729288,35.06577167518766,1000
2020-04-21,Pacific,21.188678011661388,35.17033877080679,100
2020-04-22,Pacific,17.02925022151603,35.93468206289633,500
2020-04-23,Pacific,12.769710728057728,35.393140903147426,0
2020-04-24,Pacific,20.36064753856935,35.46114639135983,200
2020-04-25,Pacific,17.352536454680987,35.32029168400722,0
2020-04-26,Pacific,21.16338105677352,,50
2020-04-27,Pacific,20.109260727617215,34.283780884888735,100
2020-04-28,Pacific,28.00889445660458,35.28883835165938,1000
2020-04-29,Pacific,18.803221862634878,,50
2020-04-30,Pacific,14.882512536890676,36.689822620441014,500
2020-05-01,Pacific,20.89637817478158,36.34218229477322,0
2020-05-02,Pacific,21.099983419858827,,50
2020-05-03,Pacific,26.79593787620218,35.378466939292984,200
2020-05-04,Pacific,24.17555622957289,34.912040949018824,100
2020-05-05,Pacific,21.784355295747545,33.73887626865287,200
2020-05-06,Pacific,,34.78382777667804,500
2020-05-07,Pacific,14.056184728385745,35.101400033405255,0
2020-05-08,Pacific,16.80124233625126,35.22945647444466,500
2020-05-09,Pacific,15.367120292972375,35.46953636701583,1000
2020-05-10,Pacific,18.05095098422116,35.92133019787769,500
2020-05-11,Pacific,13.116569262218455,34.30784592830713,50
2020-05-12,Pacific,23.175754734072022,34.31692439279099,100
2020-05-13,Pacific,18.888886514506133,36.45085667974316,1000
2020-05-14,Pacific,,35.77098158919315,500
2020-05-15,Pacific,14.922104593962292,34.60922905786668,1000
2020-05-16,Pacific,21.567569237250975,34.89278883104776,1000
2020-05-17,Pacific,24.190632839471906,34.897286053325104,100
2020-05-18,Pacific,29.983654458458933,35.031574122281384,0
2020-05-19,Pacific,34.56931233003665,35.47268309223861,50
2020-05-20,Pacific,22.07204716637998,37.53499274609983,50
2020-05-21,Pacific,15.052309399840679,35.18975656116265,1000
2020-05-22,Pacific,9.339768596343454,35.662598150425254,50
2020-05-23,Pacific,21.33855731171918,33.31352329380986,100
2020-05-24,Pacific,15.93529452344837,34.515100007221164,1000
2020-05-25,Pacific,17.923213699101574,36.22881500271661,0
2020-05-26,Pacific,16.93951600470096,35.402315391356616,200
2020-05-27,Pacific,19.296045567918075,30.610885415135165,200
2020-05-28,Pacific,25.329901153938216,35.6740232023162,1000
2020-05-29,Pacific,20.785242837226722,36.91816439462877,100
2020-05-30,Pacific,19.206825814806557,,200
2020-05-31,Pacific,14.821731235870942,36.51938767564551,1000
2020-06-01,Pacific,11.626585276478215,32.228044369374075,1000
2020-06-02,Pacific,17.568460454633346,35.937998945053415,500
2020-06-03,Pacific,19.731087245908398,34.99135137398776,500
2020-06-04,Pacific,28.839649567899414,32.650028784755385,1000
2020-06-05,Pacific,20.65137260736443,35.44613782723979,1000
2020-06-06,Pacific,,36.150839749152055,500
2020-06-07,Pacific,17.50352200730424,35.363887003821574,50
2020-06-08,Pacific,14.075281167914877,35.58482763705961,200
2020-06-09,Pacific,15.17441618883814,34.58832388766094,50
2020-06-10,Pacific,16.373869677321235,33.13861024477898,200
2020-06-11,Pacific,30.64234866217582,35.691864022337064,100
2020-06-12,Pacific,15.893066603878069,36.7497539194463,1000
2020-06-13,Pacific,24.192446018681725,36.129580854227456,200
2020-06-14,Pacific,15.485364109564868,33.01212417039866,1000
2020-06-15,Pacific,24.657865064371222,33.48510559278907,500
2020-06-16,Pacific,21.924754830529317,34.15403225820266,1000
2020-06-17,Pacific,19.216810511709546,33.40702454871985,50
2020-06-18,Pacific,19.79618736932283,35.04418991955604,500
2020-06-19,Pacific,16.726061522853048,35.393415805180524,50
2020-06-20,Pacific,22.2303610074104,33.569746716757635,200
2020-06-21,Pacific,17.7250825982961,35.77712845927553,100
2020-06-22,Pacific,13.871971181163758,35.60110394402001,50
2020-06-23,Pacific,13.610312128401905,34.4518408751563,1000
2020-06-24,Pacific,20.862939588610597,34.827478014016016,1000
2020-06-25,Pacific,27.895456282052173,33.05019882434697,200
2020-06-26,Pacific,20.79995806786719,34.66773784371293,0
2020-06-27,Pacific,19.406808369450587,35.007384974130325,50
2020-06-28,Pacific,21.429130698012713,35.16874759522819,50
2020-06-29,Pacific,26.530008708534126,35.378876912020175,1000
2020-06-30,Pacific,21.096912506819283,35.244241743230575,100
2020-07-01,Pacific,17.945363845831313,34.73565630273433,0
2020-07-02,Pacific,25.531443550299443,35.28619494255432,200
2020-07-03,Pacific,22.143782192308066,,1000
2020-07-04,Pacific,27.67877995997996,34.90450192669036,200
2020-07-05,Pacific,20.91617218610953,35.31759489083168,100
2020-07-06,Pacific,13.877654841397499,34.813828937335884,50
2020-07-07,Pacific,13.159204003771675,34.35324108352043,1000
2020-07-08,Pacific,28.254639661156247,35.5228796669176,0
2020-07-09,Pacific,28.618328603916485,34.4447740558298,1000
2020-07-10,Pacific,19.102403933586995,35.38614690099219,50
2020-07-11,Pacific,18.08406339432006,35.02825537151004,0
2020-07-12,Pacific,27.30722146121101,34.69606532347986,100
2020-07-13,Pacific,14.464771589782561,34.67185716785334,0
2020-07-14,Pacific,15.526364905220868,34.491879007584316,0
2020-07-15,Pacific,23.216633973445223,33.354198827910984,50
2020-07-16,Pacific,18.02697438570205,35.38289509516169,500
2020-07-17,Pacific,19.974390666399643,35.23154682527832,500
2020-07-18,Pacific,19.18278550737744,35.84967025244849,50
2020-07-19,Pacific,21.687872743994667,34.46854309769321,200
2020-07-20,Pacific,27.037409306568584,36.89538362547667,100
2020-07-21,Pacific,20.45292453450873,34.62026405215037,100
2020-07-22,Pacific,23.21969396638429,34.124890357805306,100
2020-07-23,Pacific,9.749139494844886,,1000
2020-07-24,Pacific,19.75640799034941,33.26607759677034,200
2020-07-25,Pacific,15.783848648535646,36.53262789239313,200
2020-07-26,Pacific,13.905934697881861,36.37106739076866,1000
2020-07-27,Pacific,15.609238165356246,35.600745162884756,200
2020-07-28,Pacific,18.32938279649594,,0
2020-07-29,Pacific,24.579512711780065,36.81126768155912,50
2020-07-30,Pacific,13.36803641130218,34.64828083847834,100
2020-07-31,Pacific,20.153157462972086,34.73097416877335,0
2020-08-01,Pacific,17.579152833332106,36.43725908043608,500
2020-08-02,Pacific,18.361634528190194,35.65891058448087,100
2020-08-03,Pacific,25.013789126523022,37.20110313875459,0
2020-08-04,Pacific,22.69057718501963,35.24872226031902,100
2020-08-05,Pacific,26.686990537213717,34.60296920042128,500
2020-08-06,Pacific,19.227471603750498,34.3881951165402,1000
2020-08-07,Pacific,16.520286941646486,33.153003822809374,1000
2020-08-08,Pacific,18.880705915597503,34.721404227193794,1000
2020-08-09,Pacific,21.21248395635611,36.14459333882738,200
2020-08-10,Pacific,20.882866792268555,35.59883417265607,1000
2020-08-11,Pacific,14.578059638833167,35.020308006560406,1000
2020-08-12,Pacific,20.45244890813937,34.00506555618367,200
2020-08-13,Pacific,21.141141650694525,35.22687301801274,100
2020-08-14,Pacific,32.587370187669606,36.01281370519537,1000
2020-08-15,Pacific,29.384223056408352,35.430719256469985,100
2020-08-16,Pacific,15.7337832472059,35.16673516963336,0
2020-08-17,Pacific,18.56308319225412,,0
2020-08-18,Pacific,12.682789990814985,35.867181814112016,200
2020-08-19,Pacific,17.046464930182566,31.868095181255818,0
2020-08-20,Pacific,21.578025017951703,35.38284570886515,0
2020-08-21,Pacific,26.02926810444117,37.5703219809446,50
2020-08-22,Pacific,16.354580811281956,33.491626612668156,200
2020-08-23,Pacific,16.729267799661017,34.75863054529864,100
2020-08-24,Pacific,9.263554851306726,34.99208900987527,200
2020-08-25,Pacific,19.18667039727546,34.537417185943426,200
2020-08-26,Pacific,14.687927940702185,36.03637424255898,1000
2020-08-27,Pacific,17.352802863169632,35.4724510143553,50
2020-08-28,Pacific,15.615696109162059,35.152300372547316,100
2020-08-29,Pacific,19.528687228737216,35.79727256116928,200
2020-08-30,Pacific,11.211358043216844,35.016750709071744,50
2020-08-31,Pacific,12.664773773045047,38.17986448882351,50
2020-09-01,Pacific,30.64623556014149,35.15134693365674,0
2020-09-02,Pacific,13.562887093629845,35.195282098489706,50
2020-09-03,Pacific,14.516072107726803,33.28953195042673,50
2020-09-04,Pacific,29.18456764160657,34.456549672696575,50
2020-09-05,Pacific,,36.14737768179981,50
2020-09-06,Pacific,14.142166855873292,33.664543149640124,500
2020-09-07,Pacific,18.15875521605985,32.84244282569804,500
2020-09-08,Pacific,21.707777754702548,35.03231547118757,200
2020-09-09,Pacific,28.643488222027962,36.37074450747498,0
2020-09-10,Pacific,15.065714607858812,35.04238122869612,500
2020-09-11,Pacific,18.77361077028945,34.66387539737366,0
2020-09-12,Pacific,23.88668788030872,33.14151206225902,0
2020-09-13,Pacific,22.173830372333093,35.45225412270219,200
2020-09-14,Pacific,18.119219643849505,,100
2020-09-15,Pacific,19.330885177419795,33.2182675008989,50
2020-09-16,Pacific,,36.13453244869722,1000
2020-09-17,Pacific,18.809131280126675,35.765695525892106,0
2020-09-18,Pacific,18.668062549955224,36.13231594254734,0
2020-09-19,Pacific,21.16084944813128,35.583525091833344,200
2020-09-20,Pacific,17.223363905904918,35.65368270881132,100
2020-09-21,Pacific,22.357692612725696,35.52072089870174,500
2020-09-22,Pacific,25.063579089099143,35.868472321501194,0
2020-09-23,Pacific,,33.18124223087608,100
2020-09-24,Pacific,21.758782041996017,33.49894056637849,0
2020-09-25,Pacific,20.265776737889336,34.26399209981023,0
2020-09-26,Pacific,20.000421965457072,34.870179828327444,100
2020-09-27,Pacific,16.39220983228576,35.38813692330818,500
2020-09-28,Pacific,21.58247130836654,,0
2020-09-29,Pacific,19.513567007932554,36.11710581145603,1000
2020-09-30,Pacific,30.465841544652974,36.14849529858035,200
2020-10-01,Pacific,27.86677451237621,34.12761489170621,100
2020-10-02,Pacific,21.929232762782505,35.238576110050474,1000
2020-10-03,Pacific,16.184713951526163,34.15216845227816,50
2020-10-04,Pacific,14.43794264008291,34.811752961646434,50
2020-10-05,Pacific,25.955714765444327,35.3217913690485,500
2020-10-06,Pacific,,31.59128792352831,0
2020-10-07,Pacific,22.400717016958055,37.41124403963968,1000
2020-10-08,Pacific,11.277070065129037,35.566408677397476,500
2020-10-09,Pacific,24.637192407790906,34.404296724586594,1000
2020-10-10,Pacific,22.272101691071814,36.92736975523023,100
2020-10-11,Pacific,14.44784657792761,34.652568829513804,200
2020-10-12,Pacific,17.642375962750254,35.132519385828054,1000
2020-10-13,Pacific,21.318586021782597,34.512884189602374,0
2020-10-14,Pacific,20.26233399178122,36.65199183744334,50
2020-10-15,Pacific,,,100
2020-10-16,Pacific,19.482558659670197,35.14948410073951,200
2020-10-17,Pacific,18.740113108965573,36.20378215302544,500
2020-10-18,Pacific,20.762812560512344,35.585139457461075,1000
2020-10-19,Pacific,27.357459864965783,34.94565193486593,100
2020-10-20,Pacific,,36.110390972357465,50
2020-10-21,Pacific,18.81574867745158,37.53848322942795,50
2020-10-22,Pacific,20.882562106862235,35.31741044879942,500
2020-10-23,Pacific,,35.116760087872564,100
2020-10-24,Pacific,18.14042709339355,35.17062708361908,200
2020-10-25,Pacific,11.216391087607088,36.31042950083152,200
2020-10-26,Pacific,21.63997741857055,34.400802264967076,500
2020-10-27,Pacific,28.636751070820925,34.72168244028834,50
2020-10-28,Pacific,12.33069297541931,33.46255705087336,50
2020-10-29,Pacific,24.319140068490942,33.81613213736003,500
2020-10-30,Pacific,18.35737388438553,34.48219999730203,100
2020-10-31,Pacific,19.693378270855764,34.944063005939576,500
2020-11-01,Pacific,14.735507446480256,36.76908332577012,0
2020-11-02,Pacific,18.327719138220615,35.53599280492522,50
2020-11-03,Pacific,26.500222973494793,34.087921489810206,1000
2020-11-04,Pacific,22.913276209938534,34.272019514635886,1000
2020-11-05,Pacific,28.661558027049722,36.374748683230656,0
2020-11-06,Pacific,25.887059444888468,,500
2020-11-07,Pacific,22.195433394647882,35.0281499102242,0
2020-11-08,Pacific,28.71967263083896,34.55747353446117,0
2020-11-09,Pacific,22.194965793691495,36.12493283570464,1000
2020-11-10,Pacific,24.139940883985297,34.00667287327531,0
2020-11-11,Pacific,18.51714523232646,35.39203039805752,50
2020-11-12,Pacific,20.332729079296023,37.27265899089333,0
2020-11-13,Pacific,16.512880883498617,35.20535568225146,200
2020-11-14,Pacific,24.947919672974265,34.224390520738396,0
2020-11-15,Pacific,14.108481884425672,35.41036870267154,50
2020-11-16,Pacific,23.911751712088307,34.52999128098465,50
2020-11-17,Pacific,19.046744712474204,33.60588415624659,200
2020-11-18,Pacific,25.856235467336596,35.70103602687211,100
2020-11-19,Pacific,23.7543449436563,36.117834400549725,50
2020-11-20,Pacific,29.103230788234008,34.68909332792743,100
2020-11-21,Pacific,23.653873455693223,34.622764325903724,100
2020-11-22,Pacific,12.139798721733797,34.03843460887817,100
2020-11-23,Pacific,19.665234135508996,34.850064399532435,200
2020-11-24,Pacific,14.139964037025921,34.43763161707681,50
2020-11-25,Pacific,17.408600788168627,,100
2020-11-26,Pacific,27.55614216638361,36.892168830399605,500
2020-11-27,Pacific,23.18766905448848,35.46649281674951,50
2020-11-28,Pacific,16.50534785710627,35.572395108029355,50
2020-11-29,Pacific,14.931413167798006,35.883399568932425,0
2020-11-30,Pacific,20.163910464381303,,500
2020-12-01,Pacific,13.917199253094362,34.58689004720328,500
2020-12-02,Pacific,16.644298613017096,35.27255262297147,500
2020-12-03,Pacific,21.56004735775622,34.73096951573934,50
2020-12-04,Pacific,25.77656018053348,35.43846362477666,100
2020-12-05,Pacific,23.043807361122198,35.341690885958165,50
2020-12-06,Pacific,8.5435524570095,34.6173397391358,500
2020-12-07,Pacific,21.5218336451513,33.6707012770782,100
2020-12-08,Pacific,20.36016786616289,35.14623705696551,100
2020-12-09,Pacific,22.069451426863466,34.7957305121927,100
2020-12-10,Pacific,28.081048408256038,33.10962775229124,500
2020-12-11,Pacific,9.683808615976286,35.50766176888872,500
2020-12-12,Pacific,17.044482874044473,35.96534211224277,500
2020-12-13,Pacific,22.954531613966772,37.52835647520895,100
2020-12-14,Pacific,12.092028002730288,34.60880249667934,500
2020-12-15,Pacific,27.379745240267546,34.46128810345093,1000
2020-12-16,Pacific,,33.89057896956076,200
2020-12-17,Pacific,24.23291992921702,35.20864190648701,500
2020-12-18,Pacific,17.145281692391027,35.20231818055836,1000
2020-12-19,Pacific,24.068818449831053,34.188703665213254,1000
2020-12-20,Pacific,25.342357779945193,34.82507011799616,50
2020-12-21,Pacific,21.164390100685843,33.021334333110644,500
2020-12-22,Pacific,21.17200446349348,35.926376747833245,100
2020-12-23,Pacific,21.35171619640863,34.229320740327836,0
2020-12-24,Pacific,15.683273676303092,34.96534364858702,100
2020-12-25,Pacific,19.262356598798235,33.57330657870222,1000
2020-12-26,Pacific,19.237387337738205,34.41764640053842,1000
2020-12-27,Pacific,21.916969321767475,34.72040884648247,500
2020-12-28,Pacific,24.999121234551474,34.98870915303917,1000
2020-12-29,Pacific,14.707319590107954,35.479732515522514,200
2020-12-30,Pacific,19.374954848402112,36.43907508348622,500
2020-12-31,Pacific,27.407277738294866,35.73271094276936,0
2021-01-01,Pacific,16.28205885593718,35.962164543146244,50
2021-01-02,Pacific,15.888749913548398,36.446104109943136,50
2021-01-03,Pacific,21.01153095915597,35.569707881522696,1000
2021-01-04,Pacific,24.221925952426602,34.963292804381005,200
2021-01-05,Pacific,20.057130277803296,36.00911190625506,1000
2021-01-06,Pacific,26.644802952184946,36.07300928596165,100
2021-01-07,Pacific,24.283969912832635,35.64856583796603,100
2021-01-08,Pacific,,33.5453724029639,500
2021-01-09,Pacific,22.770582506620467,34.158539846905356,200
2021-01-10,Pacific,31.638265501730423,34.72514589596952,100
2021-01-11,Pacific,18.97419155566978,35.7796210207359,50
2021-01-12,Pacific,9.982388539667431,34.97865358092944,200
2021-01-13,Pacific,28.021271807585705,36.13686863345056,0
2021-01-14,Pacific,17.711502845215872,36.31523662874428,50
2021-01-15,Pacific,20.539402221715164,36.19917046867721,0
2021-01-16,Pacific,26.547753424302634,36.20554056448029,0
2021-01-17,Pacific,11.988702294705373,33.963006095341285,50
2021-01-18,Pacific,13.741763929469304,35.482635499455775,0
2021-01-19,Pacific,11.993610314405732,34.39247095904459,0
2021-01-20,Pacific,16.02931854987288,33.3509336686408,500
2021-01-21,Pacific,,34.712528867944165,50
2021-01-22,Pacific,22.620939214063856,36.32473696562725,200
2021-01-23,Pacific,21.381370896642768,35.460742010118466,0
2021-01-24,Pacific,12.936170580538167,37.01780937160589,1000
2021-01-25,Pacific,,35.17723014526811,50
2021-01-26,Pacific,20.27176792695191,37.44780275359291,500
2021-01-27,Pacific,17.64111983180832,35.177521225517054,200
2021-01-28,Pacific,22.29692885858306,35.02248029615374,500
2021-01-29,Pacific,23.50976813110635,33.7206099120785,200
2021-01-30,Pacific,20.69120716029341,36.11056274029277,200
2021-01-31,Pacific,23.80066542687927,34.49787487105952,500
2021-02-01,Pacific,21.146056870575343,34.352952360591274,500
2021-02-02,Pacific,22.650323528007334,36.28123056376257,100
2021-02-03,Pacific,16.476633685650587,36.15822266879596,1000
2021-02-04,Pacific,19.101942930842707,36.13205136721068,1000
2021-02-05,Pacific,20.983880483284786,34.63780886594502,500
2021-02-06,Pacific,24.102642377087093,34.949024134694746,1000
2021-02-07,Pacific,18.03129413887714,34.94014560230415,0
2021-02-08,Pacific,22.60583627866056,35.7825181806724,200
2021-02-09,Pacific,18.670806040423106,36.55356466849423,200
2021-02-10,Pacific,19.412289163359347,35.36814655519841,1000
2021-02-11,Pacific,24.147595210120365,36.974891085357356,0
2021-02-12,Pacific,10.034698144729221,35.89719441803306,500
2021-02-13,Pacific,13.517638359626195,34.76520060588558,0
2021-02-14,Pacific,12.589073012785896,35.828711406128974,100
2021-02-15,Pacific,8.331919400758476,36.70594027870877,500
2021-02-16,Pacific,16.608677799224118,36.99828898334133,50
2021-02-17,Pacific,23.7471694986387,36.18689134459908,1000
2021-02-18,Pacific,18.575579668087126,35.025674453658,1000
2021-02-19,Pacific,20.98895040970926,34.78330674594408,0
2021-02-20,Pacific,25.446087483553963,35.57606950356139,50
2021-02-21,Pacific,26.638430661338457,36.67397449527105,0
2021-02-22,Pacific,19.654310326369302,35.43376912221445,500
2021-02-23,Pacific,26.76792944784699,35.45453187186881,1000
2021-02-24,Pacific,20.460633292170545,35.051397854317095,200
2021-02-25,Pacific,15.81300888086269,34.67210893736879,0
2021-02-26,Pacific,17.027998239006322,34.837865493356084,50
2021-02-27,Pacific,12.597317437174919,35.13542598524553,0
2021-02-28,Pacific,,36.71809999623982,100
2021-03-01,Pacific,18.209916559627853,34.7602862214692,500
2021-03-02,Pacific,24.01792509689301,35.052612075911384,0
2021-03-03,Pacific,28.60384915582992,34.13462233959349,1000
2021-03-04,Pacific,13.0890924231148,35.716631066473155,50
2021-03-05,Pacific,21.964137341299594,36.366679178718286,200
2021-03-06,Pacific,14.797280304212329,36.62449784595675,500
2021-03-07,Pacific,22.37348544231601,35.20336452469571,200
2021-03-08,Pacific,19.344566746561366,35.574354283279234,100
2021-03-09,Pacific,10.845470870762348,34.84644967782996,100
2021-03-10,Pacific,24.641484957842422,35.528018679694526,100
2021-03-11,Pacific,16.974996435956346,35.313965152499215,50
2021-03-12,Pacific,17.330498808132226,35.05826438725149,50
2021-03-13,Pacific,14.65123794355155,35.13775369227713,500
2021-03-14,Pacific,16.728583616562222,35.45192228339365,1000
2021-03-15,Pacific,22.139452203474587,34.705847565154436,1000
2021-03-16,Pacific,19.053778295317972,34.757503207921964,50
2021-03-17,Pacific,21.643310011412407,36.707362013671556,50
2021-03-18,Pacific,21.80960926964422,,0
2021-03-19,Pacific,26.603308277640835,33.795633051465956,50
2021-03-20,Pacific,18.286069245678103,33.740528795623945,200
2021-03-21,Pacific,12.615710915771341,34.04284717219185,50
2021-03-22,Pacific,25.336112082859916,34.896711584961444,500
2021-03-23,Pacific,18.342559139513728,35.89578051103726,0
2021-03-24,Pacific,25.572962222886886,35.59125294204827,100
2021-03-25,Pacific,21.916885565912352,35.17203113678047,50
2021-03-26,Pacific,19.344312348983276,35.5289355469579,100
2021-03-27,Pacific,,34.30791384337163,0
2021-03-28,Pacific,29.7550628006315,34.75587722824738,100
2021-03-29,Pacific,30.384902645268767,34.979905451624205,500
2021-03-30,Pacific,20.346905675663894,33.415783661128145,1000
2021-03-31,Pacific,20.800952966585378,33.8386897952774,50
2021-04-01,Pacific,25.381200787331927,33.87843393872234,100
2021-04-02,Pacific,15.771694836163263,35.76410822368378,500
2021-04-03,Pacific,21.665351863091274,35.24535494857242,100
2021-04-04,Pacific,19.870685760230717,35.61106120007394,200
2021-04-05,Pacific,21.56954105728777,33.16034501019754,100
2021-04-06,Pacific,15.833155970252971,33.5164333139484,1000
2021-04-07,Pacific,12.052162533455155,35.663215440256494,200
2021-04-08,Pacific,9.635082820043541,32.22133035833395,1000
2021-04-09,Pacific,14.41307943505196,36.2246293575998,500
2021-04-10,Pacific,17.706623575303336,33.17668285647721,100
2021-04-11,Pacific,18.53404206675619,35.84334489192498,50
2021-04-12,Pacific,29.686155812147582,34.111415375243034,0
2021-04-13,Pacific,25.529966849536493,36.04890371517158,200
2021-04-14,Pacific,15.189544418291863,38.208160913916494,500
2021-04-15,Pacific,21.738542262254786,,100
2021-04-16,Pacific,17.964608818248376,35.69537714786065,0
